code,sp,dbh,h,hval,project
P035,Qpyr,32,12,field,migrame
P035,Qpyr,34,12,field,migrame
P035,Qpyr,36,9,field,migrame
P035,Qpyr,37,14,field,migrame
P035,Qpyr,33,14,field,migrame
P035,Qpyr,23,8,field,migrame
P037,Qpyr,9,3,field,migrame
P037,Qpyr,NA,0.47,field,migrame
P037,Qpyr,NA,0.12,field,migrame
P037,Qpyr,NA,0.18,field,migrame
P037,Qpyr,3,0.92,field,migrame
P037,Qpyr,44,11,field,migrame
P037,Qpyr,NA,0.48,field,migrame
P037,Qpyr,NA,0.32,field,migrame
P037,Qpyr,NA,0.28,field,migrame
P037,Qpyr,37,14,field,migrame
P037,Qpyr,NA,0.2,field,migrame
P037,Qpyr,33,11,field,migrame
P037,Qpyr,NA,0.17,field,migrame
P037,Qpyr,37,15,field,migrame
P037,Qpyr,NA,0.46,field,migrame
P037,Qpyr,NA,0.34,field,migrame
P037,Qpyr,NA,0.3,field,migrame
P037,Qpyr,NA,0.22,field,migrame
P037,Qpyr,NA,0.15,field,migrame
P037,Qpyr,NA,0.26,field,migrame
P037,Qpyr,NA,0.42,field,migrame
P037,Qpyr,36,12,field,migrame
P037,Qpyr,NA,0.25,field,migrame
P037,Qpyr,27,11,field,migrame
P037,Qilex,NA,0.11,field,migrame
P037,Qpyr,35,16,field,migrame
P037,Qpyr,40,14,field,migrame
P037,Qpyr,NA,0.15,field,migrame
P038,Qpyr,NA,0.37,field,migrame
P038,Qpyr,NA,0.31,field,migrame
P038,Qilex,NA,0.17,field,migrame
P038,Qpyr,NA,0.23,field,migrame
P038,Qpyr,NA,0.32,field,migrame
P038,Qpyr,NA,0.13,field,migrame
P038,Qpyr,NA,0.58,field,migrame
P038,Qpyr,NA,0.5,field,migrame
P038,Qpyr,NA,0.45,field,migrame
P038,Qpyr,NA,0.3,field,migrame
P038,Qpyr,NA,0.45,field,migrame
P038,Qpyr,51,14,field,migrame
P038,Qilex,NA,0.27,field,migrame
P038,Qpyr,NA,0.7,field,migrame
P038,Qpyr,NA,0.52,field,migrame
P038,Qpyr,NA,0.39,field,migrame
P038,Qpyr,NA,0.42,field,migrame
P038,Qilex,NA,0.27,field,migrame
P038,Qpyr,NA,0.13,field,migrame
P038,Qilex,NA,0.45,field,migrame
P038,Qpyr,NA,0.22,field,migrame
P038,Qpyr,NA,0.15,field,migrame
P038,Qpyr,NA,0.23,field,migrame
P038,Qpyr,NA,0.17,field,migrame
P038,Qpyr,63,12,field,migrame
P038,Qpyr,47,12,field,migrame
P038,Qpyr,NA,0.2,field,migrame
P038,Qpyr,NA,0.48,field,migrame
P038,Qpyr,NA,0.53,field,migrame
P038,Qpyr,NA,0.33,field,migrame
P038,Qpyr,NA,0.22,field,migrame
P038,Qpyr,NA,0.54,field,migrame
P038,Qpyr,NA,0.2,field,migrame
P038,Qpyr,NA,0.13,field,migrame
P038,Qpyr,NA,0.13,field,migrame
P038,Qpyr,NA,0.4,field,migrame
P038,Qpyr,NA,0.5,field,migrame
P038,Qilex,2,1.44,field,migrame
P038,Qpyr,NA,0.42,field,migrame
P038,Qpyr,NA,0.4,field,migrame
P038,Qpyr,NA,0.33,field,migrame
P038,Qpyr,2,1,field,migrame
P038,Qpyr,NA,0.45,field,migrame
P038,Qpyr,NA,0.63,field,migrame
P038,Qpyr,30,12,field,migrame
P038,Qpyr,25,8,field,migrame
P038,Qilex,NA,0.2,field,migrame
P038,Qpyr,NA,0.15,field,migrame
P038,Qpyr,NA,0.14,field,migrame
P038,Qpyr,NA,0.2,field,migrame
P038,Qpyr,NA,0.62,field,migrame
P038,Qpyr,NA,0.42,field,migrame
P038,Qpyr,NA,0.85,field,migrame
P038,Qpyr,NA,0.8,field,migrame
P038,Qpyr,NA,0.3,field,migrame
P038,Qpyr,NA,0.1,field,migrame
P038,Qpyr,NA,0.36,field,migrame
P038,Qpyr,NA,0.16,field,migrame
P038,Qpyr,NA,0.54,field,migrame
P038,Qpyr,NA,0.23,field,migrame
P038,Qpyr,NA,0.54,field,migrame
P038,Qpyr,NA,0.2,field,migrame
P038,Qpyr,NA,0.2,field,migrame
P038,Qpyr,NA,0.2,field,migrame
P038,Qpyr,NA,0.4,field,migrame
P038,Qpyr,NA,0.45,field,migrame
P038,Qpyr,NA,0.27,field,migrame
P038,Qpyr,NA,0.47,field,migrame
P038,Qpyr,NA,0.32,field,migrame
P038,Qpyr,2,1.25,field,migrame
P038,Qpyr,NA,0.28,field,migrame
P038,Qpyr,NA,0.12,field,migrame
CANAR_LOW,Qpyr,4.41,3.5,field,dendro_life
CANAR_LOW,Qpyr,9.4,4.9,field,dendro_life
CANAR_LOW,Qpyr,12.4,5.7,field,dendro_life
CANAR_LOW,Qpyr,6.9,4.8,field,dendro_life
CANAR_LOW,Qpyr,2.5,1.6,field,dendro_life
CANAR_LOW,Qpyr,5.2,3.8,field,dendro_life
CANAR_LOW,Qpyr,3.5,3.8,field,dendro_life
CANAR_LOW,Qpyr,7.3,7.8,field,dendro_life
CANAR_LOW,Qpyr,2.9,1.5,field,dendro_life
CANAR_LOW,Qpyr,9.6,5.5,field,dendro_life
CANAR_LOW,Qpyr,7.9,5.7,field,dendro_life
CANAR_LOW,Qpyr,4.5,2.9,field,dendro_life
CANAR_LOW,Qpyr,9.1,5.4,field,dendro_life
CANAR_LOW,Qpyr,11.3,6.8,field,dendro_life
CANAR_LOW,Qpyr,4.4,2.8,field,dendro_life
CANAR_LOW,Qpyr,9.4,7.4,field,dendro_life
CANAR_LOW,Qpyr,9.7,7.7,field,dendro_life
CANAR_LOW,Qpyr,11.9,7.2,field,dendro_life
CANAR_LOW,Qpyr,5.7,6.1,field,dendro_life
CANAR_LOW,Qpyr,7.9,5.4,field,dendro_life
CANAR_LOW,Qpyr,7.7,7,field,dendro_life
CANAR_LOW,Qpyr,7,5.3,field,dendro_life
CANAR_LOW,Qpyr,7,5.3,field,dendro_life
CANAR_LOW,Qpyr,2.8,2.3,field,dendro_life
CANAR_LOW,Qpyr,4.2,3.2,field,dendro_life
CANAR_LOW,Qpyr,5.9,5.6,field,dendro_life
CANAR_LOW,Qpyr,3.6,4.1,field,dendro_life
CANAR_LOW,Qpyr,2.4,1.9,field,dendro_life
CANAR_LOW,Qpyr,5.3,2.7,field,dendro_life
CANAR_LOW,Qpyr,9,7.9,field,dendro_life
CANAR_LOW,Qpyr,3.6,2.6,field,dendro_life
CANAR_LOW,Qpyr,5.5,4,field,dendro_life
CANAR_LOW,Qpyr,10.5,6.8,field,dendro_life
CANAR_LOW,Qpyr,4.3,1.7,field,dendro_life
CANAR_LOW,Qpyr,2.6,2.2,field,dendro_life
CANAR_LOW,Qpyr,3.3,1.7,field,dendro_life
CANAR_LOW,Qpyr,4.3,3.6,field,dendro_life
CANAR_LOW,Qpyr,8.6,5.4,field,dendro_life
CANAR_LOW,Qpyr,37,11.4,field,dendro_life
CANAR_LOW,Qpyr,33.6,10.9,field,dendro_life
CANAR_LOW,Qpyr,18.1,8.7,field,dendro_life
CANAR_LOW,Qpyr,18.1,8.7,field,dendro_life
CANAR_LOW,Qpyr,16.3,8.5,field,dendro_life
CANAR_LOW,Qpyr,8.9,6.5,field,dendro_life
CANAR_LOW,Qpyr,10.5,7.4,field,dendro_life
CANAR_LOW,Qpyr,14.2,7,field,dendro_life
CANAR_LOW,Qpyr,22,6.6,field,dendro_life
CANAR_LOW,Qpyr,2.1,1.6,field,dendro_life
CANAR_LOW,Qpyr,7.9,4.6,field,dendro_life
CANAR_LOW,Qpyr,11.5,7.5,field,dendro_life
CANAR_LOW,Qpyr,4.7,1.6,field,dendro_life
CANAR_LOW,Qpyr,12.6,8.9,field,dendro_life
CANAR_LOW,Qpyr,7.6,7.3,field,dendro_life
CANAR_LOW,Qpyr,3.3,2.5,field,dendro_life
CANAR_LOW,Qpyr,10.4,7.9,field,dendro_life
CANAR_LOW,Qpyr,8.7,5.8,field,dendro_life
CANAR_LOW,Qpyr,6.2,5.2,field,dendro_life
CANAR_LOW,Qpyr,42.2,10.1,field,dendro_life
CANAR_LOW,Qpyr,3.2,1.9,field,dendro_life
CANAR_HIGH,Qpyr,21,12.7,field,dendro_life
CANAR_HIGH,Qpyr,16,9.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,4,field,dendro_life
CANAR_HIGH,Qpyr,20,10.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,7.5,4.6,field,dendro_life
CANAR_HIGH,Qpyr,5.7,5.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,NA,field,dendro_life
CANAR_HIGH,Qpyr,21.1,11.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.75,field,dendro_life
CANAR_HIGH,Qpyr,19.6,9.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,3,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.5,field,dendro_life
CANAR_HIGH,Qpyr,21,12.1,field,dendro_life
CANAR_HIGH,Qpyr,18.6,9.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,NA,field,dendro_life
CANAR_HIGH,Qpyr,6.2,4.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,NA,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.4,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.4,field,dendro_life
CANAR_HIGH,Qpyr,25.4,11.2,field,dendro_life
CANAR_HIGH,Qpyr,24.5,12.1,field,dendro_life
CANAR_HIGH,Qpyr,24.2,10.6,field,dendro_life
CANAR_HIGH,Qpyr,27.1,11.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.2,field,dendro_life
CANAR_HIGH,Qpyr,20.2,9.5,field,dendro_life
CANAR_HIGH,Qpyr,6.4,3.9,field,dendro_life
CANAR_HIGH,Qpyr,5.6,4.7,field,dendro_life
CANAR_HIGH,Qpyr,15.6,8.5,field,dendro_life
CANAR_HIGH,Qpyr,3.6,3.8,field,dendro_life
CANAR_HIGH,Qpyr,3.9,2.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.3,field,dendro_life
CANAR_HIGH,Qpyr,18.6,9.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.5,field,dendro_life
CANAR_HIGH,Qpyr,7.4,4.4,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,4.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.4,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.4,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.4,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,4,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,4.2,field,dendro_life
CANAR_HIGH,Qpyr,14.4,7.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,2,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,3,field,dendro_life
CANAR_HIGH,Qpyr,NA,NA,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.7,field,dendro_life
CANAR_HIGH,Qpyr,6.2,5.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.8,field,dendro_life
CANAR_HIGH,Qpyr,30.1,13.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,3,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,NA,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.3,field,dendro_life
CANAR_HIGH,Qpyr,12.4,3.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,4.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,4.2,field,dendro_life
CANAR_HIGH,Qpyr,24.8,12.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.4,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,3,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,4.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,2,field,dendro_life
CANAR_HIGH,Qpyr,5.3,6.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.8,field,dendro_life
CANAR_HIGH,Qpyr,20.8,10.8,field,dendro_life
CANAR_HIGH,Qpyr,20.9,9,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.7,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.1,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
CANAR_HIGH,Qpyr,15.9,10.1,field,dendro_life
CANAR_HIGH,Qpyr,20.4,10.6,field,dendro_life
CANAR_HIGH,Qpyr,18.4,9.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.2,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.8,field,dendro_life
CANAR_HIGH,Qpyr,NA,2.3,field,dendro_life
CANAR_HIGH,Qpyr,NA,3.6,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.5,field,dendro_life
CANAR_HIGH,Qpyr,NA,1.9,field,dendro_life
PORTUGOS_X,Qpyr,6.1,4.2,field,dendro_life
PORTUGOS_X,Qpyr,18.6,7.4,field,dendro_life
PORTUGOS_X,Qpyr,17,6.9,field,dendro_life
PORTUGOS_X,Qpyr,9.5,6.3,field,dendro_life
PORTUGOS_X,Qpyr,11,6,field,dendro_life
PORTUGOS_X,Qpyr,3.9,3.9,field,dendro_life
PORTUGOS_X,Qpyr,11.8,6.7,field,dendro_life
PORTUGOS_X,Qilex,13.5,4.9,field,dendro_life
PORTUGOS_X,Qpyr,11.3,6.8,field,dendro_life
PORTUGOS_X,Qpyr,9.5,5.5,field,dendro_life
PORTUGOS_X,Qilex,9.2,4.1,field,dendro_life
PORTUGOS_X,Qilex,13.9,6.5,field,dendro_life
PORTUGOS_X,Qilex,12,5.3,field,dendro_life
PORTUGOS_X,Qilex,12.4,6.2,field,dendro_life
PORTUGOS_X,Qilex,14.4,4.9,field,dendro_life
PORTUGOS_X,Qpyr,NA,2.7,field,dendro_life
PORTUGOS_X,Qpyr,NA,2.6,field,dendro_life
PORTUGOS_X,Qpyr,15.1,8.2,field,dendro_life
PORTUGOS_X,Qpyr,15,7.4,field,dendro_life
PORTUGOS_X,Qpyr,10.9,7.2,field,dendro_life
PORTUGOS_X,Qilex,10.4,6.1,field,dendro_life
PORTUGOS_X,Qilex,11.5,5.9,field,dendro_life
PORTUGOS_X,Qilex,10.3,5.2,field,dendro_life
PORTUGOS_X,Qilex,10.8,4.5,field,dendro_life
PORTUGOS_X,Qpyr,NA,2.9,field,dendro_life
PORTUGOS_X,Qpyr,11.3,6.5,field,dendro_life
PORTUGOS_X,Qpyr,10.3,7.5,field,dendro_life
PORTUGOS_X,Qpyr,NA,3.8,field,dendro_life
PORTUGOS_X,Qilex,NA,2.8,field,dendro_life
PORTUGOS_X,Qpyr,10.7,7.3,field,dendro_life
PORTUGOS_X,Qpyr,13.1,8,field,dendro_life
PORTUGOS_X,Qpyr,7.2,5.5,field,dendro_life
PORTUGOS_X,Qpyr,10,8,field,dendro_life
PORTUGOS_X,Qpyr,11.3,4.7,field,dendro_life
PORTUGOS_X,Qpyr,12.7,7.2,field,dendro_life
PORTUGOS_X,Qpyr,NA,3.6,field,dendro_life
PORTUGOS_X,Qpyr,10.5,7.1,field,dendro_life
PORTUGOS_X,Qpyr,NA,3.6,field,dendro_life
PORTUGOS_X,Qpyr,12.5,7.5,field,dendro_life
PORTUGOS_X,Qpyr,7.4,6.2,field,dendro_life
PORTUGOS_X,Qpyr,NA,2.4,field,dendro_life
A11,Qpyr,22.44,9.6,field,dendro_sn
A11,Qpyr,30.56,10.7,field,dendro_sn
A11,Qpyr,16.87,7.5,field,dendro_sn
A11,Qpyr,11.46,5.9,field,dendro_sn
A11,Qpyr,15.28,8.2,field,dendro_sn
A11,Qpyr,13.69,7.5,field,dendro_sn
A11,Qpyr,18.46,6.8,field,dendro_sn
A11,Qpyr,25.78,8.5,field,dendro_sn
A11,Qpyr,22.6,11.8,field,dendro_sn
A12,Qpyr,27.06,12.9,field,dendro_sn
A12,Qpyr,24.67,9.7,field,dendro_sn
A12,Qpyr,24.03,8.4,field,dendro_sn
A12,Qpyr,18.46,6.7,field,dendro_sn
A12,Qpyr,14.64,6.6,field,dendro_sn
A12,Qpyr,28.65,11.6,field,dendro_sn
A12,Qpyr,11.78,7.9,field,dendro_sn
A12,Qpyr,15.28,7.2,field,dendro_sn
A12,Qpyr,21.65,5.8,field,dendro_sn
A13,Qpyr,8.44,6.6,field,dendro_sn
A13,Qpyr,32.79,9.6,field,dendro_sn
A13,Qpyr,25.78,8.5,field,dendro_sn
A13,Qpyr,10.19,8.1,field,dendro_sn
A13,Qpyr,9.23,8,field,dendro_sn
A13,Qpyr,8.28,7.6,field,dendro_sn
A13,Qpyr,8.44,7.4,field,dendro_sn
A13,Qpyr,7.96,7,field,dendro_sn
A13,Qpyr,9.55,8.15,field,dendro_sn
A13,Qpyr,8.91,6.5,field,dendro_sn
A13,Qpyr,14.32,6.7,field,dendro_sn
A13,Qpyr,15.44,7.1,field,dendro_sn
A14,Qpyr,20.37,11.9,field,dendro_sn
A14,Qpyr,22.28,10.3,field,dendro_sn
A14,Qpyr,15.28,9.8,field,dendro_sn
A14,Qpyr,20.53,10.5,field,dendro_sn
A14,Qpyr,15.12,6.8,field,dendro_sn
A14,Qpyr,17.83,9.85,field,dendro_sn
A14,Qpyr,14.8,5.7,field,dendro_sn
A14,Qpyr,13.05,6.2,field,dendro_sn
A14,Qpyr,25.15,5.9,field,dendro_sn
A14,Qpyr,27.37,10.3,field,dendro_sn
A14,Qpyr,27.53,8.5,field,dendro_sn
A14,Qpyr,21.65,8.7,field,dendro_sn
A15,Qpyr,29.28,13.3,field,dendro_sn
A15,Qpyr,10.5,4.7,field,dendro_sn
A15,Qpyr,35.81,14.4,field,dendro_sn
A15,Qpyr,10.03,6.3,field,dendro_sn
A15,Qpyr,34.7,13,field,dendro_sn
A15,Qpyr,14.64,5,field,dendro_sn
A15,Qpyr,18.78,7.3,field,dendro_sn
A15,Qpyr,15.28,5.2,field,dendro_sn
A15,Qpyr,34.22,13.6,field,dendro_sn
A15,Qpyr,11.3,4,field,dendro_sn
A15,Qpyr,19.42,6.2,field,dendro_sn
A15,Qpyr,32.15,11,field,dendro_sn
A15,Qpyr,29.6,12.3,field,dendro_sn
A15,Qpyr,9.71,5.9,field,dendro_sn
A15,Qpyr,7.96,3.2,field,dendro_sn
A15,Qpyr,23.24,10.6,field,dendro_sn
A15,Qpyr,16.87,8.5,field,dendro_sn
A15,Qpyr,15.6,9.5,field,dendro_sn
B01,Qpyr,8.12,4.3,field,dendro_sn
B01,Qpyr,15.44,5.9,field,dendro_sn
B01,Qpyr,45.68,10.6,field,dendro_sn
B01,Qpyr,50.77,13.5,field,dendro_sn
B01,Qpyr,56.34,13.6,field,dendro_sn
B01,Qpyr,11.46,6.5,field,dendro_sn
B01,Qpyr,45.84,11.9,field,dendro_sn
B02,Qpyr,51.25,12.2,field,dendro_sn
B02,Qpyr,35.49,9.3,field,dendro_sn
B02,Qpyr,13.37,7.6,field,dendro_sn
B02,Qpyr,54.91,7.5,field,dendro_sn
B02,Qpyr,9.23,6,field,dendro_sn
B02,Qpyr,10.19,6.3,field,dendro_sn
B02,Qpyr,10.03,6.9,field,dendro_sn
B02,Qpyr,8.12,4.8,field,dendro_sn
B02,Qpyr,13.21,8.2,field,dendro_sn
B02,Qpyr,11.46,7.4,field,dendro_sn
B02,Qpyr,10.98,6.8,field,dendro_sn
B02,Qpyr,9.07,6,field,dendro_sn
B02,Qpyr,38.2,12.1,field,dendro_sn
B03,Qpyr,34.54,9.8,field,dendro_sn
B03,Qpyr,11.62,9.6,field,dendro_sn
B03,Qpyr,22.28,11,field,dendro_sn
B03,Qpyr,11.3,5.2,field,dendro_sn
B03,Qpyr,14.32,7.1,field,dendro_sn
B03,Qpyr,8.44,4.5,field,dendro_sn
B03,Qpyr,14.01,8.7,field,dendro_sn
B03,Qpyr,16.23,10.3,field,dendro_sn
B03,Qpyr,14.96,8.1,field,dendro_sn
B03,Qpyr,13.85,6.9,field,dendro_sn
B03,Qpyr,33.74,11.6,field,dendro_sn
B03,Qpyr,38.52,10.8,field,dendro_sn
B04,Qpyr,18.94,9.6,field,dendro_sn
B04,Qpyr,36.76,10.5,field,dendro_sn
B04,Qpyr,14.01,10.6,field,dendro_sn
B04,Qpyr,33.58,11.6,field,dendro_sn
B04,Qpyr,12.25,8.1,field,dendro_sn
B04,Qpyr,12.89,7.6,field,dendro_sn
B04,Qpyr,8.91,6.8,field,dendro_sn
B04,Qpyr,12.1,6.4,field,dendro_sn
B04,Qpyr,14.16,10.4,field,dendro_sn
B04,Qpyr,15.28,9.9,field,dendro_sn
B04,Qpyr,11.62,7.7,field,dendro_sn
B04,Qpyr,15.92,10.1,field,dendro_sn
B04,Qpyr,9.55,5.8,field,dendro_sn
B04,Qpyr,18.62,10.3,field,dendro_sn
B04,Qpyr,11.3,5.8,field,dendro_sn
B04,Qpyr,8.91,6.4,field,dendro_sn
B04,Qpyr,9.71,5.1,field,dendro_sn
B04,Qpyr,44.56,13.1,field,dendro_sn
B04,Qpyr,33.9,14.1,field,dendro_sn
B05,Qpyr,8.28,6.9,field,dendro_sn
B05,Qpyr,8.59,7.3,field,dendro_sn
B05,Qpyr,13.05,10.6,field,dendro_sn
B05,Qpyr,10.98,10.05,field,dendro_sn
B05,Qpyr,13.53,11.4,field,dendro_sn
B05,Qpyr,19.26,11.8,field,dendro_sn
B05,Qpyr,12.73,7.7,field,dendro_sn
B05,Qpyr,8.75,6.8,field,dendro_sn
B05,Qpyr,8.85,6.4,field,dendro_sn
B05,Qpyr,18.3,12.3,field,dendro_sn
B05,Qpyr,11.14,8.3,field,dendro_sn
B05,Qpyr,40.74,12.1,field,dendro_sn
B05,Qpyr,12.41,8.1,field,dendro_sn
B05,Qpyr,16.23,10.6,field,dendro_sn
B05,Qpyr,32.47,11.2,field,dendro_sn
B05,Qpyr,10.5,6.9,field,dendro_sn
B05,Qpyr,30.56,12,field,dendro_sn
B05,Qpyr,16.55,11.4,field,dendro_sn
B05,Qpyr,20.05,12.5,field,dendro_sn
B05,Qpyr,14.32,8.5,field,dendro_sn
B05,Qpyr,7.96,5.8,field,dendro_sn
B05,Qpyr,10.82,7.1,field,dendro_sn
B05,Qpyr,9.87,6.8,field,dendro_sn
B05,Qpyr,9.71,7.8,field,dendro_sn
B05,Qpyr,13.37,10.8,field,dendro_sn
B05,Qpyr,21.17,12.5,field,dendro_sn
B05,Qpyr,18.46,12,field,dendro_sn
B05,Qpyr,16.87,11.7,field,dendro_sn
B05,Qpyr,19.74,12.1,field,dendro_sn
B05,Qpyr,14.01,10.6,field,dendro_sn
B05,Qpyr,33.58,11.6,field,dendro_sn
B05,Qpyr,12.89,7.6,field,dendro_sn
B05,Qpyr,12.25,8.1,field,dendro_sn
B06,Qpyr,46.15,12.6,field,dendro_sn
B06,Qpyr,19.1,10.8,field,dendro_sn
B06,Qpyr,9.55,4.9,field,dendro_sn
B06,Qpyr,9.07,6.7,field,dendro_sn
B06,Qpyr,14.01,7.9,field,dendro_sn
B06,Qpyr,15.76,9.4,field,dendro_sn
B06,Qpyr,15.12,10.7,field,dendro_sn
B07,Qpyr,11.78,6.3,field,dendro_sn
B07,Qpyr,11.14,5.6,field,dendro_sn
B07,Qpyr,10.82,5.8,field,dendro_sn
B07,Qpyr,8.44,5.4,field,dendro_sn
B07,Qpyr,8.12,6.1,field,dendro_sn
B07,Qpyr,9.87,8.7,field,dendro_sn
B07,Qpyr,8.12,5.5,field,dendro_sn
B07,Qpyr,59.21,12.8,field,dendro_sn
B08,Qpyr,7.96,4.6,field,dendro_sn
B08,Qpyr,48.38,10.2,field,dendro_sn
B08,Qpyr,56.98,11.2,field,dendro_sn
B08,Qpyr,51.88,10.8,field,dendro_sn
B08,Qpyr,22.44,8.2,field,dendro_sn
B08,Qpyr,30.24,8.6,field,dendro_sn
B08,Qpyr,9.55,4.8,field,dendro_sn
B08,Qpyr,14.64,6.8,field,dendro_sn
B08,Qpyr,11.78,6.3,field,dendro_sn
B08,Qpyr,11.14,5.6,field,dendro_sn
